Origin,Dest,Carrier,total_passengers,row_count,avg_fare_weighted,avg_distance_weighted,route_total_passengers_all,route_total_passengers_valid,carriers_on_route_all,carriers_on_route_valid,route_share,route_HHI,route_avg_fare_all,route_min_fare_all
DFW,JFK,UA,69625,185,180.24,890.49,189391,189391,3,3,0.3676,4652.0,151.1,128.42
DFW,LAS,AA,33705,348,142.91,515.97,297268,297268,5,5,0.1134,2821.0,148.78,129.05
DFW,LAS,AS,117940,104,129.05,515.97,297268,297268,5,5,0.3967,2821.0,148.78,129.05
DFW,LAS,B6,85422,104,163.39,515.97,297268,297268,5,5,0.2874,2821.0,148.78,129.05
DFW,LAS,NK,10424,482,168.87,515.97,297268,297268,5,5,0.0351,2821.0,148.78,129.05
DFW,LAS,WN,49777,470,170.2,515.97,297268,297268,5,5,0.1674,2821.0,148.78,129.05
DFW,LAX,AS,98728,411,245.8,1352.54,283368,283368,4,4,0.3484,3283.0,244.78,240.17
DFW,LAX,B6,5130,315,296.27,1352.54,283368,283368,4,4,0.0181,3283.0,244.78,240.17
DFW,LAX,F9,105124,95,244.58,1352.54,283368,283368,4,4,0.371,3283.0,244.78,240.17
DFW,LAX,UA,74386,332,240.17,1352.54,283368,283368,4,4,0.2625,3283.0,244.78,240.17
DFW,LGA,AA,65994,437,183.93,363.41,309058,309058,4,4,0.2135,2899.0,181.2,176.63
DFW,LGA,DL,104405,167,184.5,363.41,309058,309058,4,4,0.3378,2899.0,181.2,176.63
DFW,LGA,NK,106901,18,176.63,363.41,309058,309058,4,4,0.3459,2899.0,181.2,176.63
DFW,LGA,WN,31758,42,180.07,363.41,309058,309058,4,4,0.1028,2899.0,181.2,176.63
DFW,MCO,F9,10057,382,206.51,2088.5,10057,10057,1,1,1.0,10000.0,206.51,206.51
DFW,MIA,AS,41877,359,252.14,1486.47,267326,267326,4,4,0.1567,3630.0,208.2,167.06
DFW,MIA,F9,105004,357,201.65,1486.47,267326,267326,4,4,0.3928,3630.0,208.2,167.06
DFW,MIA,NK,5876,282,167.06,1486.47,267326,267326,4,4,0.022,3630.0,208.2,167.06
DFW,MIA,WN,114569,157,200.26,1486.47,267326,267326,4,4,0.4286,3630.0,208.2,167.06
DFW,MSP,AA,53009,500,164.55,1650.32,207781,207781,4,4,0.2551,3148.0,208.05,164.55
DFW,MSP,F9,90842,256,240.38,1650.32,207781,207781,4,4,0.4372,3148.0,208.05,164.55
DFW,MSP,NK,47544,165,192.21,1650.32,207781,207781,4,4,0.2288,3148.0,208.05,164.55
DFW,MSP,WN,16386,488,215.45,1650.32,207781,207781,4,4,0.0789,3148.0,208.05,164.55
DFW,ORD,AA,36918,325,291.87,2322.24,179107,179107,4,4,0.2061,2701.0,290.14,264.27
DFW,ORD,B6,66769,411,264.27,2322.24,179107,179107,4,4,0.3728,2701.0,290.14,264.27
DFW,ORD,F9,37327,141,295.52,2322.24,179107,179107,4,4,0.2084,2701.0,290.14,264.27
DFW,ORD,UA,38093,74,328.55,2322.24,179107,179107,4,4,0.2127,2701.0,290.14,264.27
DFW,PHL,B6,47589,463,125.63,398.33,191124,191124,3,3,0.249,4610.0,110.01,102.77
DFW,PHL,DL,118000,362,102.77,398.33,191124,191124,3,3,0.6174,4610.0,110.01,102.77
DFW,PHL,WN,25535,209,114.34,398.33,191124,191124,3,3,0.1336,4610.0,110.01,102.77
DFW,PHX,AS,102356,208,232.18,2224.7,168186,168186,3,3,0.6086,4558.0,279.33,232.18
DFW,PHX,F9,44101,142,362.56,2224.7,168186,168186,3,3,0.2622,4558.0,279.33,232.18
DFW,PHX,NK,21729,151,332.5,2224.7,168186,168186,3,3,0.1292,4558.0,279.33,232.18
DFW,SEA,AS,101838,133,341.61,2445.89,223611,223611,3,3,0.4554,3814.0,339.36,327.93
DFW,SEA,B6,86266,246,327.93,2445.89,223611,223611,3,3,0.3858,3814.0,339.36,327.93
DFW,SEA,NK,35507,140,360.68,2445.89,223611,223611,3,3,0.1588,3814.0,339.36,327.93
DFW,SFO,AS,107917,95,219.14,2115.0,253083,253083,4,4,0.4264,3322.0,253.69,219.14
DFW,SFO,DL,7620,396,286.34,2115.0,253083,253083,4,4,0.0301,3322.0,253.69,219.14
DFW,SFO,NK,76227,186,298.1,2115.0,253083,253083,4,4,0.3012,3322.0,253.69,219.14
DFW,SFO,WN,61319,164,255.24,2115.0,253083,253083,4,4,0.2423,3322.0,253.69,219.14
DTW,ATL,AA,113933,448,389.36,2752.86,411778,411778,4,4,0.2767,2518.0,391.4,379.65
DTW,ATL,AS,96530,125,415.32,2752.86,411778,411778,4,4,0.2344,2518.0,391.4,379.65
DTW,ATL,B6,109012,444,379.65,2752.86,411778,411778,4,4,0.2647,2518.0,391.4,379.65
DTW,ATL,WN,92303,482,382.76,2752.86,411778,411778,4,4,0.2242,2518.0,391.4,379.65
DTW,BOS,B6,33050,494,338.39,2742.76,333674,333674,5,5,0.099,2147.0,401.5,338.39
DTW,BOS,DL,76137,170,372.19,2742.76,333674,333674,5,5,0.2282,2147.0,401.5,338.39
DTW,BOS,F9,86897,81,379.96,2742.76,333674,333674,5,5,0.2604,2147.0,401.5,338.39
DTW,BOS,UA,68584,160,445.93,2742.76,333674,333674,5,5,0.2055,2147.0,401.5,338.39
DTW,BOS,WN,69006,190,447.02,2742.76,333674,333674,5,5,0.2068,2147.0,401.5,338.39
DTW,CLT,AS,12314,49,396.99,2444.8,66096,66096,2,2,0.1863,6968.0,416.64,396.99
DTW,CLT,B6,53782,442,421.14,2444.8,66096,66096,2,2,0.8137,6968.0,416.64,396.99
DTW,DEN,WN,78639,344,247.14,1291.61,78639,78639,1,1,1.0,10000.0,247.14,247.14
DTW,DFW,AS,24044,70,311.79,1998.61,252553,252553,5,5,0.0952,2764.0,274.5,207.78
DTW,DFW,B6,95206,27,245.5,1998.61,252553,252553,5,5,0.377,2764.0,274.5,207.78
DTW,DFW,DL,7883,252,207.78,1998.61,252553,252553,5,5,0.0312,2764.0,274.5,207.78
DTW,DFW,F9,68059,313,275.65,1998.61,252553,252553,5,5,0.2695,2764.0,274.5,207.78
DTW,DFW,WN,57361,331,314.81,1998.61,252553,252553,5,5,0.2271,2764.0,274.5,207.78
DTW,EWR,B6,29627,63,145.81,984.12,202227,202227,3,3,0.1465,3995.0,175.22,145.81
DTW,EWR,DL,103094,99,186.12,984.12,202227,202227,3,3,0.5098,3995.0,175.22,145.81
DTW,EWR,NK,69506,166,171.58,984.12,202227,202227,3,3,0.3437,3995.0,175.22,145.81
DTW,IAH,AS,108184,413,229.81,1709.11,233053,233053,3,3,0.4642,3600.0,254.23,229.81
DTW,IAH,UA,57336,319,259.36,1709.11,233053,233053,3,3,0.246,3600.0,254.23,229.81
DTW,IAH,WN,67533,224,288.98,1709.11,233053,233053,3,3,0.2898,3600.0,254.23,229.81
DTW,JFK,AS,3518,303,216.18,988.04,151653,151653,4,4,0.0232,4469.0,212.99,159.32
DTW,JFK,DL,48645,69,159.32,988.04,151653,151653,4,4,0.3208,4469.0,212.99,159.32
DTW,JFK,NK,11331,338,170.23,988.04,151653,151653,4,4,0.0747,4469.0,212.99,159.32
DTW,JFK,WN,88159,125,247.98,988.04,151653,151653,4,4,0.5813,4469.0,212.99,159.32
DTW,LAS,AA,78066,75,96.01,391.83,377498,377498,5,5,0.2068,2359.0,105.81,90.91
DTW,LAS,AS,18090,120,107.92,391.83,377498,377498,5,5,0.0479,2359.0,105.81,90.91
DTW,LAS,DL,72569,205,90.91,391.83,377498,377498,5,5,0.1922,2359.0,105.81,90.91
DTW,LAS,NK,96065,48,108.91,391.83,377498,377498,5,5,0.2545,2359.0,105.81,90.91
DTW,LAS,WN,112708,500,119.22,391.83,377498,377498,5,5,0.2986,2359.0,105.81,90.91
DTW,LAX,AS,9914,154,371.63,2777.66,138302,138302,4,4,0.0717,2946.0,387.06,353.22
DTW,LAX,DL,37510,109,401.07,2777.66,138302,138302,4,4,0.2712,2946.0,387.06,353.22
DTW,LAX,NK,44725,252,353.22,2777.66,138302,138302,4,4,0.3234,2946.0,387.06,353.22
DTW,LAX,UA,46153,210,411.78,2777.66,138302,138302,4,4,0.3337,2946.0,387.06,353.22
DTW,LGA,AS,61928,151,223.16,1345.61,176531,176531,3,3,0.3508,3338.0,240.68,223.16
DTW,LGA,B6,56568,377,225.11,1345.61,176531,176531,3,3,0.3204,3338.0,240.68,223.16
DTW,LGA,WN,58035,418,274.54,1345.61,176531,176531,3,3,0.3288,3338.0,240.68,223.16
DTW,MCO,DL,72375,178,115.33,611.55,156784,156784,2,2,0.4616,5029.0,105.49,97.06
DTW,MCO,UA,84409,475,97.06,611.55,156784,156784,2,2,0.5384,5029.0,105.49,97.06
DTW,MIA,F9,69979,275,282.07,2051.85,177625,177625,2,2,0.394,5225.0,285.98,282.07
DTW,MIA,NK,107646,425,288.53,2051.85,177625,177625,2,2,0.606,5225.0,285.98,282.07
DTW,MSP,AA,99049,186,254.43,1678.86,505269,505269,5,5,0.196,2054.0,256.93,210.75
DTW,MSP,AS,111862,313,256.11,1678.86,505269,505269,5,5,0.2214,2054.0,256.93,210.75
DTW,MSP,B6,106155,413,299.42,1678.86,505269,505269,5,5,0.2101,2054.0,256.93,210.75
DTW,MSP,F9,118015,172,210.75,1678.86,505269,505269,5,5,0.2336,2054.0,256.93,210.75
DTW,MSP,UA,70188,461,275.17,1678.86,505269,505269,5,5,0.1389,2054.0,256.93,210.75
DTW,ORD,AA,18530,257,339.02,2424.52,243621,243621,5,5,0.0761,2650.0,380.8,339.02
DTW,ORD,DL,38652,117,414.63,2424.52,243621,243621,5,5,0.1587,2650.0,380.8,339.02
DTW,ORD,F9,96879,195,373.78,2424.52,243621,243621,5,5,0.3977,2650.0,380.8,339.02
DTW,ORD,NK,60469,305,374.35,2424.52,243621,243621,5,5,0.2482,2650.0,380.8,339.02
DTW,ORD,UA,29091,110,399.21,2424.52,243621,243621,5,5,0.1194,2650.0,380.8,339.02
DTW,PHL,AA,74891,37,345.28,2016.65,161579,161579,2,2,0.4635,5027.0,296.97,255.23
DTW,PHL,B6,86688,203,255.23,2016.65,161579,161579,2,2,0.5365,5027.0,296.97,255.23
DTW,PHX,NK,56250,83,150.64,508.14,126992,126992,2,2,0.4429,5065.0,126.31,106.97
DTW,PHX,WN,70742,332,106.97,508.14,126992,126992,2,2,0.5571,5065.0,126.31,106.97
DTW,SEA,AA,12010,445,360.62,2455.01,229985,229985,5,5,0.0522,3306.0,289.78,272.65
DTW,SEA,AS,99206,73,272.65,2455.01,229985,229985,5,5,0.4314,3306.0,289.78,272.65
DTW,SEA,DL,1197,419,359.32,2455.01,229985,229985,5,5,0.0052,3306.0,289.78,272.65
DTW,SEA,F9,75877,92,301.21,2455.01,229985,229985,5,5,0.3299,3306.0,289.78,272.65
DTW,SEA,NK,41695,75,287.34,2455.01,229985,229985,5,5,0.1813,3306.0,289.78,272.65
DTW,SFO,AA,119628,285,334.89,2285.86,254464,254464,4,4,0.4701,3378.0,318.44,258.2
DTW,SFO,AS,57340,74,258.2,2285.86,254464,254464,4,4,0.2253,3378.0,318.44,258.2
DTW,SFO,B6,63963,369,353.63,2285.86,254464,254464,4,4,0.2514,3378.0,318.44,258.2
DTW,SFO,NK,13533,375,261.86,2285.86,254464,254464,4,4,0.0532,3378.0,318.44,258.2
EWR,ATL,AA,25344,488,200.46,1339.2,68723,68723,2,2,0.3688,5344.0,183.28,173.25
EWR,ATL,UA,43379,330,173.25,1339.2,68723,68723,2,2,0.6312,5344.0,183.28,173.25
EWR,BOS,AA,16957,313,325.37,2780.03,89395,89395,2,2,0.1897,6926.0,440.6,325.37
EWR,BOS,AS,72438,487,467.58,2780.03,89395,89395,2,2,0.8103,6926.0,440.6,325.37
EWR,CLT,WN,56450,164,267.76,2490.02,56450,56450,1,1,1.0,10000.0,267.76,267.76
EWR,DEN,AA,20379,338,182.57,881.51,366962,366962,5,5,0.0555,2446.0,171.81,155.18
EWR,DEN,B6,81733,80,155.18,881.51,366962,366962,5,5,0.2227,2446.0,171.81,155.18
EWR,DEN,DL,49589,113,193.93,881.51,366962,366962,5,5,0.1351,2446.0,171.81,155.18
EWR,DEN,F9,118042,131,159.31,881.51,366962,366962,5,5,0.3217,2446.0,171.81,155.18
EWR,DEN,WN,97219,134,187.44,881.51,366962,366962,5,5,0.2649,2446.0,171.81,155.18
EWR,DFW,AS,42176,351,386.07,1888.38,105869,105869,2,2,0.3984,5206.0,304.04,249.72
EWR,DFW,DL,63693,19,249.72,1888.38,105869,105869,2,2,0.6016,5206.0,304.04,249.72
EWR,DTW,AS,91785,207,206.3,1521.55,210980,210980,3,3,0.435,3494.0,227.87,203.42
EWR,DTW,B6,56079,134,290.68,1521.55,210980,210980,3,3,0.2658,3494.0,227.87,203.42
EWR,DTW,F9,63116,426,203.42,1521.55,210980,210980,3,3,0.2992,3494.0,227.87,203.42
EWR,IAH,AS,99965,163,284.42,1356.74,312281,312281,4,4,0.3201,2743.0,256.47,230.06
EWR,IAH,DL,104513,400,236.26,1356.74,312281,312281,4,4,0.3347,2743.0,256.47,230.06
EWR,IAH,NK,57310,429,267.84,1356.74,312281,312281,4,4,0.1835,2743.0,256.47,230.06
EWR,IAH,WN,50493,52,230.06,1356.74,312281,312281,4,4,0.1617,2743.0,256.47,230.06
EWR,JFK,WN,58660,178,396.03,2608.52,58660,58660,1,1,1.0,10000.0,396.03,396.03
EWR,LAS,B6,32602,320,161.76,495.41,73926,73926,2,2,0.441,5070.0,150.15,140.99
EWR,LAS,WN,41324,111,140.99,495.41,73926,73926,2,2,0.559,5070.0,150.15,140.99
EWR,LAX,AA,29348,427,108.23,564.71,77139,77139,5,5,0.3805,3831.0,127.69,108.23
EWR,LAX,B6,6259,121,108.32,564.71,77139,77139,5,5,0.0811,3831.0,127.69,108.23
EWR,LAX,DL,36997,198,146.16,564.71,77139,77139,5,5,0.4796,3831.0,127.69,108.23
EWR,LAX,NK,2465,171,130.07,564.71,77139,77139,5,5,0.032,3831.0,127.69,108.23
EWR,LAX,WN,2070,244,129.22,564.71,77139,77139,5,5,0.0268,3831.0,127.69,108.23
EWR,LGA,DL,52622,471,351.11,1910.99,52622,52622,1,1,1.0,10000.0,351.11,351.11
EWR,MCO,AS,94198,89,196.71,1251.13,286826,286826,5,5,0.3284,2351.0,188.99,152.5
EWR,MCO,B6,63525,79,158.94,1251.13,286826,286826,5,5,0.2215,2351.0,188.99,152.5
EWR,MCO,DL,25354,451,152.5,1251.13,286826,286826,5,5,0.0884,2351.0,188.99,152.5
EWR,MCO,F9,66127,201,221.53,1251.13,286826,286826,5,5,0.2305,2351.0,188.99,152.5
EWR,MCO,UA,37622,320,187.76,1251.13,286826,286826,5,5,0.1312,2351.0,188.99,152.5
EWR,MIA,WN,32252,37,268.5,2417.34,32252,32252,1,1,1.0,10000.0,268.5,268.5
EWR,MSP,F9,50939,93,241.96,1260.09,160095,160095,4,4,0.3182,3638.0,199.66,159.7
EWR,MSP,NK,77610,463,159.7,1260.09,160095,160095,4,4,0.4848,3638.0,199.66,159.7
EWR,MSP,UA,25957,500,225.79,1260.09,160095,160095,4,4,0.1621,3638.0,199.66,159.7
EWR,MSP,WN,5589,73,247.73,1260.09,160095,160095,4,4,0.0349,3638.0,199.66,159.7
EWR,ORD,B6,70778,482,367.49,2757.76,287435,287435,4,4,0.2462,3164.0,333.11,305.6
EWR,ORD,F9,12918,333,338.08,2757.76,287435,287435,4,4,0.0449,3164.0,333.11,305.6
EWR,ORD,NK,111972,138,333.36,2757.76,287435,287435,4,4,0.3896,3164.0,333.11,305.6
EWR,ORD,WN,91767,483,305.6,2757.76,287435,287435,4,4,0.3193,3164.0,333.11,305.6
EWR,PHL,AA,60199,85,312.59,1913.33,181377,181377,3,3,0.3319,3769.0,290.54,226.97
EWR,PHL,AS,33830,306,226.97,1913.33,181377,181377,3,3,0.1865,3769.0,290.54,226.97
EWR,PHL,NK,87348,16,299.96,1913.33,181377,181377,3,3,0.4816,3769.0,290.54,226.97
EWR,PHX,B6,26898,410,274.97,1741.05,90466,90466,2,2,0.2973,5822.0,255.17,246.79
EWR,PHX,UA,63568,194,246.79,1741.05,90466,90466,2,2,0.7027,5822.0,255.17,246.79
EWR,SEA,B6,8969,45,395.54,2481.76,33526,33526,2,2,0.2675,6081.0,345.39,327.08
EWR,SEA,WN,24557,13,327.08,2481.76,33526,33526,2,2,0.7325,6081.0,345.39,327.08
EWR,SFO,B6,68771,222,347.11,1909.01,154211,154211,2,2,0.446,5058.0,348.79,347.11
EWR,SFO,UA,85440,394,350.15,1909.01,154211,154211,2,2,0.554,5058.0,348.79,347.11
IAH,ATL,AS,111608,410,221.07,612.07,192117,192117,4,4,0.5809,4386.0,196.13,159.52
IAH,ATL,B6,58423,322,159.52,612.07,192117,192117,4,4,0.3041,4386.0,196.13,159.52
IAH,ATL,DL,4870,465,190.61,612.07,192117,192117,4,4,0.0253,4386.0,196.13,159.52
IAH,ATL,WN,17216,420,160.21,612.07,192117,192117,4,4,0.0896,4386.0,196.13,159.52
IAH,BOS,AA,111588,101,173.04,1010.25,316908,316908,5,5,0.3521,2743.0,177.5,130.23
IAH,BOS,AS,34840,183,186.23,1010.25,316908,316908,5,5,0.1099,2743.0,177.5,130.23
IAH,BOS,B6,109479,204,182.91,1010.25,316908,316908,5,5,0.3455,2743.0,177.5,130.23
IAH,BOS,DL,34813,20,201.64,1010.25,316908,316908,5,5,0.1099,2743.0,177.5,130.23
IAH,BOS,NK,26188,441,130.23,1010.25,316908,316908,5,5,0.0826,2743.0,177.5,130.23
IAH,CLT,AA,43654,391,89.26,478.37,177805,177805,3,3,0.2455,4477.0,104.98,89.26
IAH,CLT,NK,107397,442,114.28,478.37,177805,177805,3,3,0.604,4477.0,104.98,89.26
IAH,CLT,WN,26754,355,93.3,478.37,177805,177805,3,3,0.1505,4477.0,104.98,89.26
IAH,DEN,B6,40958,159,291.67,2238.74,167166,167166,3,3,0.245,3596.0,309.19,291.67
IAH,DEN,F9,48843,275,340.24,2238.74,167166,167166,3,3,0.2922,3596.0,309.19,291.67
IAH,DEN,NK,77365,84,298.86,2238.74,167166,167166,3,3,0.4628,3596.0,309.19,291.67
IAH,DFW,AS,32370,32,243.32,2111.56,98425,98425,3,3,0.3289,4583.0,273.99,241.92
IAH,DFW,NK,57627,343,295.9,2111.56,98425,98425,3,3,0.5855,4583.0,273.99,241.92
IAH,DFW,WN,8428,309,241.92,2111.56,98425,98425,3,3,0.0856,4583.0,273.99,241.92
IAH,DTW,DL,49534,53,209.41,1065.0,124924,124924,2,2,0.3965,5214.0,202.78,198.42
IAH,DTW,NK,75390,441,198.42,1065.0,124924,124924,2,2,0.6035,5214.0,202.78,198.42
IAH,EWR,B6,9003,208,331.05,2720.96,99119,99119,3,3,0.0908,4812.0,433.88,331.05
IAH,EWR,NK,62191,324,447.85,2720.96,99119,99119,3,3,0.6274,4812.0,433.88,331.05
IAH,EWR,UA,27925,411,435.92,2720.96,99119,99119,3,3,0.2817,4812.0,433.88,331.05
IAH,JFK,WN,113051,186,220.28,1567.77,113051,113051,1,1,1.0,10000.0,220.28,220.28
IAH,LAS,AS,31976,200,310.3,2640.29,31976,31976,1,1,1.0,10000.0,310.3,310.3
IAH,LAX,AA,99061,452,230.65,1698.15,230536,230536,4,4,0.4297,3504.0,245.26,229.57
IAH,LAX,AS,79087,329,273.81,1698.15,230536,230536,4,4,0.3431,3504.0,245.26,229.57
IAH,LAX,DL,50498,326,229.57,1698.15,230536,230536,4,4,0.219,3504.0,245.26,229.57
IAH,LAX,NK,1890,247,235.5,1698.15,230536,230536,4,4,0.0082,3504.0,245.26,229.57
IAH,LGA,F9,67712,50,196.14,1092.55,188137,188137,4,4,0.3599,3540.0,174.08,153.13
IAH,LGA,NK,24036,145,186.55,1092.55,188137,188137,4,4,0.1278,3540.0,174.08,153.13
IAH,LGA,UA,11302,266,173.1,1092.55,188137,188137,4,4,0.0601,3540.0,174.08,153.13
IAH,LGA,WN,85087,471,153.13,1092.55,188137,188137,4,4,0.4523,3540.0,174.08,153.13
IAH,MCO,AS,39059,177,421.65,2602.53,149437,149437,3,3,0.2614,3856.0,338.11,291.72
IAH,MCO,DL,32897,417,291.72,2602.53,149437,149437,3,3,0.2201,3856.0,338.11,291.72
IAH,MCO,NK,77481,284,315.69,2602.53,149437,149437,3,3,0.5185,3856.0,338.11,291.72
IAH,MIA,AS,21770,458,215.92,1840.26,266977,266977,5,5,0.0815,2776.0,279.49,215.92
IAH,MIA,B6,29257,337,319.16,1840.26,266977,266977,5,5,0.1096,2776.0,279.49,215.92
IAH,MIA,F9,29732,248,290.44,1840.26,266977,266977,5,5,0.1114,2776.0,279.49,215.92
IAH,MIA,NK,103940,263,317.97,1840.26,266977,266977,5,5,0.3893,2776.0,279.49,215.92
IAH,MIA,UA,82278,256,229.64,1840.26,266977,266977,5,5,0.3082,2776.0,279.49,215.92
IAH,MSP,AS,91530,499,190.68,1104.56,316251,316251,5,5,0.2894,2225.0,200.08,189.81
IAH,MSP,B6,53052,414,204.85,1104.56,316251,316251,5,5,0.1678,2225.0,200.08,189.81
IAH,MSP,DL,29273,241,228.36,1104.56,316251,316251,5,5,0.0926,2225.0,200.08,189.81
IAH,MSP,NK,77043,116,205.92,1104.56,316251,316251,5,5,0.2436,2225.0,200.08,189.81
IAH,MSP,WN,65353,307,189.81,1104.56,316251,316251,5,5,0.2066,2225.0,200.08,189.81
IAH,ORD,AA,75632,270,180.11,1435.19,283840,283840,4,4,0.2665,2899.0,224.21,178.23
IAH,ORD,AS,103970,473,254.7,1435.19,283840,283840,4,4,0.3663,2899.0,224.21,178.23
IAH,ORD,DL,25728,16,178.23,1435.19,283840,283840,4,4,0.0906,2899.0,224.21,178.23
IAH,ORD,UA,78510,313,241.4,1435.19,283840,283840,4,4,0.2766,2899.0,224.21,178.23
IAH,PHL,DL,77041,272,171.22,1411.26,158953,158953,2,2,0.4847,5005.0,187.09,171.22
IAH,PHL,UA,81912,240,202.02,1411.26,158953,158953,2,2,0.5153,5005.0,187.09,171.22
IAH,PHX,AS,70303,201,103.57,463.44,87946,87946,2,2,0.7994,6793.0,107.95,103.57
IAH,PHX,NK,17643,108,125.38,463.44,87946,87946,2,2,0.2006,6793.0,107.95,103.57
IAH,SEA,DL,4434,82,223.6,760.61,91075,91075,3,3,0.0487,4603.0,188.74,167.06
IAH,SEA,NK,48055,193,167.06,760.61,91075,91075,3,3,0.5276,4603.0,188.74,167.06
IAH,SEA,WN,38586,333,211.74,760.61,91075,91075,3,3,0.4237,4603.0,188.74,167.06
IAH,SFO,AS,91566,249,403.46,2571.25,136833,136833,2,2,0.6692,5573.0,374.2,315.0
IAH,SFO,WN,45267,253,315.0,2571.25,136833,136833,2,2,0.3308,5573.0,374.2,315.0
JFK,ATL,AA,48529,296,219.67,2139.4,329946,329946,5,5,0.1471,2679.0,248.39,206.27
JFK,ATL,AS,61494,197,274.59,2139.4,329946,329946,5,5,0.1864,2679.0,248.39,206.27
JFK,ATL,NK,7258,197,211.71,2139.4,329946,329946,5,5,0.022,2679.0,248.39,206.27
JFK,ATL,UA,92889,373,206.27,2139.4,329946,329946,5,5,0.2815,2679.0,248.39,206.27
JFK,ATL,WN,119776,464,281.46,2139.4,329946,329946,5,5,0.363,2679.0,248.39,206.27
JFK,BOS,AA,72084,179,431.69,2221.3,417176,417176,5,5,0.1728,2187.0,376.15,294.33
JFK,BOS,B6,42471,388,294.33,2221.3,417176,417176,5,5,0.1018,2187.0,376.15,294.33
JFK,BOS,F9,99349,303,432.55,2221.3,417176,417176,5,5,0.2381,2187.0,376.15,294.33
JFK,BOS,NK,85335,252,386.41,2221.3,417176,417176,5,5,0.2046,2187.0,376.15,294.33
JFK,BOS,WN,117937,493,316.75,2221.3,417176,417176,5,5,0.2827,2187.0,376.15,294.33
JFK,CLT,AA,69917,49,241.27,1202.91,184929,184929,3,3,0.3781,3426.0,207.45,177.67
JFK,CLT,F9,67853,331,193.31,1202.91,184929,184929,3,3,0.3669,3426.0,207.45,177.67
JFK,CLT,UA,47159,159,177.67,1202.91,184929,184929,3,3,0.255,3426.0,207.45,177.67
JFK,DEN,AA,91867,87,199.25,1020.93,304606,304606,4,4,0.3016,3101.0,197.89,184.97
JFK,DEN,DL,14834,67,201.17,1020.93,304606,304606,4,4,0.0487,3101.0,197.89,184.97
JFK,DEN,F9,82718,223,184.97,1020.93,304606,304606,4,4,0.2716,3101.0,197.89,184.97
JFK,DEN,WN,115187,497,205.67,1020.93,304606,304606,4,4,0.3782,3101.0,197.89,184.97
JFK,DFW,AS,106510,462,357.81,1995.77,259762,259762,4,4,0.41,3561.0,325.91,248.2
JFK,DFW,B6,9101,462,248.2,1995.77,259762,259762,4,4,0.035,3561.0,325.91,248.2
JFK,DFW,DL,38807,198,284.79,1995.77,259762,259762,4,4,0.1494,3561.0,325.91,248.2
JFK,DFW,WN,105344,364,315.51,1995.77,259762,259762,4,4,0.4055,3561.0,325.91,248.2
JFK,DTW,B6,34929,337,79.1,367.1,376803,376803,5,5,0.0927,2252.0,89.38,74.07
JFK,DTW,DL,90656,24,93.45,367.1,376803,376803,5,5,0.2406,2252.0,89.38,74.07
JFK,DTW,F9,86196,157,94.33,367.1,376803,376803,5,5,0.2288,2252.0,89.38,74.07
JFK,DTW,NK,55177,474,74.07,367.1,376803,376803,5,5,0.1464,2252.0,89.38,74.07
JFK,DTW,WN,109845,73,93.11,367.1,376803,376803,5,5,0.2915,2252.0,89.38,74.07
JFK,EWR,F9,54789,310,156.02,709.48,292072,292072,4,4,0.1876,2908.0,169.18,151.22
JFK,EWR,NK,118166,468,181.51,709.48,292072,292072,4,4,0.4046,2908.0,169.18,151.22
JFK,EWR,UA,40245,454,186.06,709.48,292072,292072,4,4,0.1378,2908.0,169.18,151.22
JFK,EWR,WN,78872,116,151.22,709.48,292072,292072,4,4,0.27,2908.0,169.18,151.22
JFK,IAH,NK,79808,38,157.68,786.13,79808,79808,1,1,1.0,10000.0,157.68,157.68
JFK,LAS,F9,118487,357,244.29,2022.87,191202,191202,2,2,0.6197,5287.0,248.64,244.29
JFK,LAS,UA,72715,22,255.73,2022.87,191202,191202,2,2,0.3803,5287.0,248.64,244.29
JFK,LAX,F9,76537,369,174.11,896.58,139754,139754,2,2,0.5477,5046.0,169.84,164.68
JFK,LAX,UA,63217,395,164.68,896.58,139754,139754,2,2,0.4523,5046.0,169.84,164.68
JFK,LGA,F9,2799,93,452.2,2735.65,189882,189882,4,4,0.0147,3342.0,379.34,306.7
JFK,LGA,NK,49416,304,390.66,2735.65,189882,189882,4,4,0.2602,3342.0,379.34,306.7
JFK,LGA,UA,76738,173,306.7,2735.65,189882,189882,4,4,0.4041,3342.0,379.34,306.7
JFK,LGA,WN,60929,79,458.31,2735.65,189882,189882,4,4,0.3209,3342.0,379.34,306.7
JFK,MCO,AS,115096,120,326.72,2434.51,211015,211015,3,3,0.5454,4009.0,298.87,243.74
JFK,MCO,DL,46552,238,288.48,2434.51,211015,211015,3,3,0.2206,4009.0,298.87,243.74
JFK,MCO,NK,49367,186,243.74,2434.51,211015,211015,3,3,0.234,4009.0,298.87,243.74
JFK,MIA,B6,37774,95,315.27,2545.7,383877,383877,5,5,0.0984,2287.0,314.35,252.61
JFK,MIA,DL,81585,374,387.07,2545.7,383877,383877,5,5,0.2125,2287.0,314.35,252.61
JFK,MIA,F9,103950,257,285.23,2545.7,383877,383877,5,5,0.2708,2287.0,314.35,252.61
JFK,MIA,UA,111323,190,252.61,2545.7,383877,383877,5,5,0.29,2287.0,314.35,252.61
JFK,MIA,WN,49245,404,394.22,2545.7,383877,383877,5,5,0.1283,2287.0,314.35,252.61
