Origin,Dest,Carrier,total_passengers,row_count,avg_fare_weighted,avg_distance_weighted,route_total_passengers_all,route_total_passengers_valid,carriers_on_route_all,carriers_on_route_valid,route_share,route_HHI,route_avg_fare_all,route_min_fare_all
DFW,DTW,AS,43565,449,212.94,1293.71,196662,196662,3,3,0.2215,3540.0,193.38,171.93
DFW,DTW,B6,70442,172,171.93,1293.71,196662,196662,3,3,0.3582,3540.0,193.38,171.93
DFW,DTW,F9,82655,398,201.34,1293.71,196662,196662,3,3,0.4203,3540.0,193.38,171.93
DFW,EWR,AS,104360,87,274.36,1729.49,411473,411473,4,4,0.2536,2502.0,240.49,224.55
DFW,EWR,DL,106852,349,224.55,1729.49,411473,411473,4,4,0.2597,2502.0,240.49,224.55
DFW,EWR,F9,102152,172,227.9,1729.49,411473,411473,4,4,0.2483,2502.0,240.49,224.55
DFW,EWR,UA,98109,477,234.95,1729.49,411473,411473,4,4,0.2384,2502.0,240.49,224.55
DFW,IAH,B6,72755,107,278.7,2750.61,170208,170208,3,3,0.4274,4101.0,318.1,278.7
DFW,IAH,NK,18392,151,393.62,2750.61,170208,170208,3,3,0.1081,4101.0,318.1,278.7
DFW,IAH,WN,79061,460,336.78,2750.61,170208,170208,3,3,0.4645,4101.0,318.1,278.7
DFW,JFK,B6,38328,249,302.55,2172.39,129094,129094,2,2,0.2969,5825.0,288.46,282.51
DFW,JFK,F9,90766,216,282.51,2172.39,129094,129094,2,2,0.7031,5825.0,288.46,282.51
DFW,LAS,AA,21258,17,142.24,967.64,276732,276732,5,5,0.0768,2321.0,152.74,128.14
DFW,LAS,AS,64032,332,128.14,967.64,276732,276732,5,5,0.2314,2321.0,152.74,128.14
DFW,LAS,DL,72884,125,149.47,967.64,276732,276732,5,5,0.2634,2321.0,152.74,128.14
DFW,LAS,F9,38252,367,151.72,967.64,276732,276732,5,5,0.1382,2321.0,152.74,128.14
DFW,LAS,WN,80306,373,178.6,967.64,276732,276732,5,5,0.2902,2321.0,152.74,128.14
DFW,LAX,B6,35187,90,227.85,1063.45,248004,248004,4,4,0.1419,3059.0,212.85,178.8
DFW,LAX,F9,80405,60,258.06,1063.45,248004,248004,4,4,0.3242,3059.0,212.85,178.8
DFW,LAX,UA,100473,118,182.23,1063.45,248004,248004,4,4,0.4051,3059.0,212.85,178.8
DFW,LAX,WN,31939,48,178.8,1063.45,248004,248004,4,4,0.1288,3059.0,212.85,178.8
DFW,LGA,AS,49631,135,286.87,2290.36,49631,49631,1,1,1.0,10000.0,286.87,286.87
DFW,MCO,AS,39632,306,349.87,2351.37,229733,229733,4,4,0.1725,2760.0,312.08,299.95
DFW,MCO,B6,59029,186,306.97,2351.37,229733,229733,4,4,0.2569,2760.0,312.08,299.95
DFW,MCO,NK,86999,86,299.95,2351.37,229733,229733,4,4,0.3787,2760.0,312.08,299.95
DFW,MCO,UA,44073,288,308.89,2351.37,229733,229733,4,4,0.1918,2760.0,312.08,299.95
DFW,MIA,B6,23462,343,285.04,1740.62,23462,23462,1,1,1.0,10000.0,285.04,285.04
DFW,MSP,AA,111261,279,163.97,1129.99,271220,271220,4,4,0.4102,3744.0,162.14,134.6
DFW,MSP,AS,20732,410,134.6,1129.99,271220,271220,4,4,0.0764,3744.0,162.14,134.6
DFW,MSP,B6,19394,345,161.53,1129.99,271220,271220,4,4,0.0715,3744.0,162.14,134.6
DFW,MSP,DL,119833,379,165.31,1129.99,271220,271220,4,4,0.4418,3744.0,162.14,134.6
DFW,ORD,AA,38675,157,189.23,1426.26,131837,131837,2,2,0.2934,5854.0,209.71,189.23
DFW,ORD,WN,93162,450,218.21,1426.26,131837,131837,2,2,0.7066,5854.0,209.71,189.23
DFW,PHL,AA,30317,232,354.24,1877.9,250054,250054,4,4,0.1212,3624.0,284.84,256.69
DFW,PHL,B6,13403,370,356.29,1877.9,250054,250054,4,4,0.0536,3624.0,284.84,256.69
DFW,PHL,DL,91464,24,286.72,1877.9,250054,250054,4,4,0.3658,3624.0,284.84,256.69
DFW,PHL,F9,114870,95,256.69,1877.9,250054,250054,4,4,0.4594,3624.0,284.84,256.69
DFW,PHX,F9,20681,376,365.52,2667.65,20681,20681,1,1,1.0,10000.0,365.52,365.52
DFW,SEA,B6,12459,219,273.33,1886.96,260991,260991,4,4,0.0477,3409.0,253.51,232.5
DFW,SEA,DL,44187,63,253.66,1886.96,260991,260991,4,4,0.1693,3409.0,253.51,232.5
DFW,SEA,F9,112924,220,232.5,1886.96,260991,260991,4,4,0.4327,3409.0,253.51,232.5
DFW,SEA,WN,91421,349,276.69,1886.96,260991,260991,4,4,0.3503,3409.0,253.51,232.5
DFW,SFO,AA,110070,310,358.75,1795.09,210736,210736,3,3,0.5223,4840.0,320.64,246.6
DFW,SFO,F9,96776,138,280.28,1795.09,210736,210736,3,3,0.4592,4840.0,320.64,246.6
DFW,SFO,WN,3890,355,246.6,1795.09,210736,210736,3,3,0.0185,4840.0,320.64,246.6
DTW,ATL,AA,86299,496,372.39,2525.28,362154,362154,5,5,0.2383,2230.0,334.93,298.85
DTW,ATL,B6,44012,327,354.14,2525.28,362154,362154,5,5,0.1215,2230.0,334.93,298.85
DTW,ATL,F9,107531,242,298.85,2525.28,362154,362154,5,5,0.2969,2230.0,334.93,298.85
DTW,ATL,NK,45176,37,321.88,2525.28,362154,362154,5,5,0.1247,2230.0,334.93,298.85
DTW,ATL,UA,79136,346,339.87,2525.28,362154,362154,5,5,0.2185,2230.0,334.93,298.85
DTW,BOS,B6,97809,209,177.0,380.77,209167,209167,3,3,0.4676,4401.0,173.71,170.28
DTW,BOS,NK,97426,124,170.28,380.77,209167,209167,3,3,0.4658,4401.0,173.71,170.28
DTW,BOS,WN,13932,355,174.55,380.77,209167,209167,3,3,0.0666,4401.0,173.71,170.28
DTW,CLT,AA,37570,274,299.05,2589.83,308875,308875,5,5,0.1216,2826.0,385.73,299.05
DTW,CLT,AS,108255,273,436.33,2589.83,308875,308875,5,5,0.3505,2826.0,385.73,299.05
DTW,CLT,F9,6247,343,349.07,2589.83,308875,308875,5,5,0.0202,2826.0,385.73,299.05
DTW,CLT,UA,105726,259,388.15,2589.83,308875,308875,5,5,0.3423,2826.0,385.73,299.05
DTW,CLT,WN,51077,380,341.74,2589.83,308875,308875,5,5,0.1654,2826.0,385.73,299.05
DTW,DEN,AA,77192,270,250.4,1683.07,77192,77192,1,1,1.0,10000.0,250.4,250.4
DTW,DFW,DL,60450,499,156.45,569.41,227186,227186,4,4,0.2661,2971.0,150.96,120.17
DTW,DFW,F9,16650,240,164.33,569.41,227186,227186,4,4,0.0733,2971.0,150.96,120.17
DTW,DFW,UA,66586,265,120.17,569.41,227186,227186,4,4,0.2931,2971.0,150.96,120.17
DTW,DFW,WN,83500,311,168.86,569.41,227186,227186,4,4,0.3675,2971.0,150.96,120.17
DTW,EWR,AS,5735,175,233.5,1465.83,5735,5735,1,1,1.0,10000.0,233.5,233.5
DTW,IAH,AS,25862,100,280.43,2187.77,292274,292274,4,4,0.0885,2866.0,277.25,247.9
DTW,IAH,NK,89977,98,247.9,2187.77,292274,292274,4,4,0.3079,2866.0,277.25,247.9
DTW,IAH,UA,96848,203,312.95,2187.77,292274,292274,4,4,0.3314,2866.0,277.25,247.9
DTW,IAH,WN,79587,381,265.96,2187.77,292274,292274,4,4,0.2723,2866.0,277.25,247.9
DTW,JFK,AS,42684,206,283.79,2338.11,129366,129366,2,2,0.3299,5579.0,292.51,283.79
DTW,JFK,UA,86682,461,296.8,2338.11,129366,129366,2,2,0.6701,5579.0,292.51,283.79
DTW,LAS,AS,90303,292,296.36,1961.23,141600,141600,2,2,0.6377,5379.0,302.19,296.36
DTW,LAS,B6,51297,413,312.46,1961.23,141600,141600,2,2,0.3623,5379.0,302.19,296.36
DTW,LAX,AA,105346,277,253.34,2198.3,200094,200094,3,3,0.5265,3895.0,268.84,253.34
DTW,LAX,F9,45242,334,261.8,2198.3,200094,200094,3,3,0.2261,3895.0,268.84,253.34
DTW,LAX,NK,49506,33,308.26,2198.3,200094,200094,3,3,0.2474,3895.0,268.84,253.34
DTW,LGA,DL,119054,480,300.04,1972.35,119054,119054,1,1,1.0,10000.0,300.04,300.04
DTW,MCO,NK,21593,140,178.63,997.78,21593,21593,1,1,1.0,10000.0,178.63,178.63
DTW,MIA,B6,100216,255,306.89,2016.53,302776,302776,5,5,0.331,2606.0,322.02,302.19
DTW,MIA,DL,23806,365,330.73,2016.53,302776,302776,5,5,0.0786,2606.0,322.02,302.19
DTW,MIA,NK,83976,69,302.19,2016.53,302776,302776,5,5,0.2774,2606.0,322.02,302.19
DTW,MIA,UA,76889,351,341.22,2016.53,302776,302776,5,5,0.2539,2606.0,322.02,302.19
DTW,MIA,WN,17889,342,405.78,2016.53,302776,302776,5,5,0.0591,2606.0,322.02,302.19
DTW,MSP,AA,47434,372,199.84,1526.38,251795,251795,5,5,0.1884,2225.0,227.97,199.84
DTW,MSP,AS,24600,412,253.32,1526.38,251795,251795,5,5,0.0977,2225.0,227.97,199.84
DTW,MSP,B6,66709,288,210.17,1526.38,251795,251795,5,5,0.2649,2225.0,227.97,199.84
DTW,MSP,NK,42162,499,253.89,1526.38,251795,251795,5,5,0.1674,2225.0,227.97,199.84
DTW,MSP,UA,70890,188,239.32,1526.38,251795,251795,5,5,0.2815,2225.0,227.97,199.84
DTW,ORD,DL,26179,486,293.82,2354.6,80315,80315,2,2,0.326,5606.0,284.89,280.57
DTW,ORD,F9,54136,322,280.57,2354.6,80315,80315,2,2,0.674,5606.0,284.89,280.57
DTW,PHL,AS,70033,297,191.04,1129.71,99165,99165,2,2,0.7062,5850.0,203.9,191.04
DTW,PHL,WN,29132,326,234.81,1129.71,99165,99165,2,2,0.2938,5850.0,203.9,191.04
DTW,PHX,AA,114381,455,312.62,2159.17,114381,114381,1,1,1.0,10000.0,312.62,312.62
DTW,SEA,AA,33341,41,171.93,1606.82,101184,101184,4,4,0.3295,2611.0,190.87,162.73
DTW,SEA,B6,19548,38,162.73,1606.82,101184,101184,4,4,0.1932,2611.0,190.87,162.73
DTW,SEA,NK,26701,412,183.79,1606.82,101184,101184,4,4,0.2639,2611.0,190.87,162.73
DTW,SEA,WN,21594,359,254.33,1606.82,101184,101184,4,4,0.2134,2611.0,190.87,162.73
DTW,SFO,F9,39679,290,410.58,2726.23,263226,263226,4,4,0.1507,3356.0,366.76,292.12
DTW,SFO,NK,113314,387,321.65,2726.23,263226,263226,4,4,0.4305,3356.0,366.76,292.12
DTW,SFO,UA,92252,272,417.87,2726.23,263226,263226,4,4,0.3505,3356.0,366.76,292.12
DTW,SFO,WN,17981,318,292.12,2726.23,263226,263226,4,4,0.0683,3356.0,366.76,292.12
EWR,ATL,AA,77561,491,338.37,2266.38,201375,201375,3,3,0.3852,3398.0,330.66,271.24
EWR,ATL,F9,68993,67,369.22,2266.38,201375,201375,3,3,0.3426,3398.0,330.66,271.24
EWR,ATL,NK,54821,300,271.24,2266.38,201375,201375,3,3,0.2722,3398.0,330.66,271.24
EWR,BOS,AA,28591,341,202.91,707.27,144500,144500,3,3,0.1979,4357.0,177.85,165.94
EWR,BOS,F9,85904,20,165.94,707.27,144500,144500,3,3,0.5945,4357.0,177.85,165.94
EWR,BOS,WN,30005,147,188.09,707.27,144500,144500,3,3,0.2076,4357.0,177.85,165.94
EWR,CLT,AA,41969,102,155.05,643.41,318031,318031,4,4,0.132,2912.0,143.45,105.84
EWR,CLT,B6,54133,467,162.91,643.41,318031,318031,4,4,0.1702,2912.0,143.45,105.84
EWR,CLT,DL,102597,180,105.84,643.41,318031,318031,4,4,0.3226,2912.0,143.45,105.84
EWR,CLT,WN,119332,83,162.87,643.41,318031,318031,4,4,0.3752,2912.0,143.45,105.84
EWR,DEN,F9,55127,55,370.52,2735.55,163869,163869,2,2,0.3364,5535.0,338.84,322.78
EWR,DEN,UA,108742,383,322.78,2735.55,163869,163869,2,2,0.6636,5535.0,338.84,322.78
EWR,DFW,AA,91750,454,374.34,2164.37,354706,354706,4,4,0.2587,2809.0,365.42,323.15
EWR,DFW,AS,118075,182,323.15,2164.37,354706,354706,4,4,0.3329,2809.0,365.42,323.15
EWR,DFW,DL,37245,449,400.22,2164.37,354706,354706,4,4,0.105,2809.0,365.42,323.15
EWR,DFW,F9,107636,169,392.16,2164.37,354706,354706,4,4,0.3035,2809.0,365.42,323.15
EWR,DTW,B6,24241,251,326.7,2401.6,147961,147961,3,3,0.1638,5581.0,368.63,326.7
EWR,DTW,DL,106451,477,372.46,2401.6,147961,147961,3,3,0.7195,5581.0,368.63,326.7
EWR,DTW,NK,17269,381,403.84,2401.6,147961,147961,3,3,0.1167,5581.0,368.63,326.7
EWR,IAH,AA,63642,151,213.61,1703.64,220386,220386,4,4,0.2888,2842.0,243.58,213.61
EWR,IAH,B6,84464,151,247.16,1703.64,220386,220386,4,4,0.3833,2842.0,243.58,213.61
EWR,IAH,DL,37551,65,243.73,1703.64,220386,220386,4,4,0.1704,2842.0,243.58,213.61
EWR,IAH,UA,34729,497,289.65,1703.64,220386,220386,4,4,0.1576,2842.0,243.58,213.61
EWR,JFK,DL,49509,273,386.36,2583.58,113508,113508,2,2,0.4362,5081.0,380.82,376.54
EWR,JFK,F9,63999,454,376.54,2583.58,113508,113508,2,2,0.5638,5081.0,380.82,376.54
EWR,LAS,F9,79292,124,408.57,2578.79,79292,79292,1,1,1.0,10000.0,408.57,408.57
EWR,LAX,DL,37998,460,262.41,1706.71,37998,37998,1,1,1.0,10000.0,262.41,262.41
EWR,LGA,AA,66098,358,224.3,1476.34,152922,152922,3,3,0.4322,4444.0,257.49,224.3
EWR,LGA,B6,76990,327,284.36,1476.34,152922,152922,3,3,0.5035,4444.0,257.49,224.3
EWR,LGA,WN,9834,109,270.27,1476.34,152922,152922,3,3,0.0643,4444.0,257.49,224.3
EWR,MCO,B6,89728,23,287.27,2213.69,274944,274944,3,3,0.3264,3383.0,345.52,287.27
EWR,MCO,DL,79147,173,330.88,2213.69,274944,274944,3,3,0.2879,3383.0,345.52,287.27
EWR,MCO,WN,106069,424,405.71,2213.69,274944,274944,3,3,0.3858,3383.0,345.52,287.27
EWR,MIA,AA,47735,150,102.55,382.68,96515,96515,2,2,0.4946,5001.0,105.22,102.55
EWR,MIA,DL,48780,268,107.84,382.68,96515,96515,2,2,0.5054,5001.0,105.22,102.55
EWR,MSP,AS,103378,491,173.88,1270.69,251723,251723,4,4,0.4107,3302.0,190.96,162.78
EWR,MSP,B6,93308,427,217.36,1270.69,251723,251723,4,4,0.3707,3302.0,190.96,162.78
EWR,MSP,UA,25392,375,162.78,1270.69,251723,251723,4,4,0.1009,3302.0,190.96,162.78
EWR,MSP,WN,29645,336,191.53,1270.69,251723,251723,4,4,0.1178,3302.0,190.96,162.78
EWR,ORD,NK,62503,151,225.81,1936.97,205556,205556,3,3,0.3041,3503.0,269.13,225.81
EWR,ORD,UA,53318,321,240.49,1936.97,205556,205556,3,3,0.2594,3503.0,269.13,225.81
EWR,ORD,WN,89735,29,316.31,1936.97,205556,205556,3,3,0.4365,3503.0,269.13,225.81
EWR,PHL,AS,98045,225,159.49,523.25,201841,201841,2,2,0.4858,5004.0,160.0,159.49
EWR,PHL,F9,103796,200,160.49,523.25,201841,201841,2,2,0.5142,5004.0,160.0,159.49
EWR,PHX,AS,33529,164,236.15,1906.85,172635,172635,3,3,0.1942,3885.0,280.21,236.15
EWR,PHX,B6,49845,245,318.41,1906.85,172635,172635,3,3,0.2887,3885.0,280.21,236.15
EWR,PHX,NK,89261,329,275.43,1906.85,172635,172635,3,3,0.5171,3885.0,280.21,236.15
EWR,SEA,AA,21932,142,261.16,1231.17,221798,221798,4,4,0.0989,3411.0,251.54,230.48
EWR,SEA,AS,77423,186,230.48,1231.17,221798,221798,4,4,0.3491,3411.0,251.54,230.48
EWR,SEA,DL,23776,252,274.32,1231.17,221798,221798,4,4,0.1072,3411.0,251.54,230.48
EWR,SEA,F9,98667,56,260.43,1231.17,221798,221798,4,4,0.4449,3411.0,251.54,230.48
EWR,SFO,DL,102803,460,334.55,2073.92,177840,177840,2,2,0.5781,5122.0,287.2,222.32
EWR,SFO,UA,75037,108,222.32,2073.92,177840,177840,2,2,0.4219,5122.0,287.2,222.32
IAH,ATL,DL,113138,198,213.35,1576.95,251969,251969,3,3,0.449,4269.0,211.1,182.65
IAH,ATL,NK,117713,380,214.04,1576.95,251969,251969,3,3,0.4672,4269.0,211.1,182.65
IAH,ATL,WN,21118,62,182.65,1576.95,251969,251969,3,3,0.0838,4269.0,211.1,182.65
IAH,BOS,DL,52188,300,207.74,1563.57,52188,52188,1,1,1.0,10000.0,207.74,207.74
IAH,CLT,AA,83174,288,163.21,643.09,479167,479167,5,5,0.1736,2056.0,141.0,101.89
IAH,CLT,F9,116453,137,150.82,643.09,479167,479167,5,5,0.243,2056.0,141.0,101.89
IAH,CLT,NK,104682,205,101.89,643.09,479167,479167,5,5,0.2185,2056.0,141.0,101.89
IAH,CLT,UA,102987,255,145.54,643.09,479167,479167,5,5,0.2149,2056.0,141.0,101.89
IAH,CLT,WN,71871,186,149.83,643.09,479167,479167,5,5,0.15,2056.0,141.0,101.89
IAH,DEN,AS,7403,421,146.32,598.5,7403,7403,1,1,1.0,10000.0,146.32,146.32
IAH,DFW,NK,94909,432,143.86,861.29,94909,94909,1,1,1.0,10000.0,143.86,143.86
IAH,DTW,B6,8950,340,260.83,2593.57,8950,8950,1,1,1.0,10000.0,260.83,260.83
IAH,EWR,AA,52436,356,342.56,2077.89,189696,189696,5,5,0.2764,2507.0,325.96,274.69
IAH,EWR,DL,39669,99,301.5,2077.89,189696,189696,5,5,0.2091,2507.0,325.96,274.69
IAH,EWR,F9,33248,62,274.69,2077.89,189696,189696,5,5,0.1753,2507.0,325.96,274.69
IAH,EWR,NK,59770,291,349.44,2077.89,189696,189696,5,5,0.3151,2507.0,325.96,274.69
IAH,EWR,UA,4573,447,413.65,2077.89,189696,189696,5,5,0.0241,2507.0,325.96,274.69
IAH,JFK,AA,11822,14,300.36,2233.82,261462,261462,5,5,0.0452,2705.0,291.36,251.2
IAH,JFK,F9,103326,328,265.6,2233.82,261462,261462,5,5,0.3952,2705.0,291.36,251.2
IAH,JFK,NK,32295,312,287.92,2233.82,261462,261462,5,5,0.1235,2705.0,291.36,251.2
IAH,JFK,UA,65165,407,362.4,2233.82,261462,261462,5,5,0.2492,2705.0,291.36,251.2
IAH,JFK,WN,48854,298,251.2,2233.82,261462,261462,5,5,0.1868,2705.0,291.36,251.2
IAH,LAS,NK,38730,171,221.28,1956.11,38730,38730,1,1,1.0,10000.0,221.28,221.28
IAH,LAX,WN,113050,135,300.36,2151.95,113050,113050,1,1,1.0,10000.0,300.36,300.36
IAH,LGA,B6,80992,135,211.63,1415.03,166332,166332,2,2,0.4869,5003.0,195.78,180.73
IAH,LGA,UA,85340,220,180.73,1415.03,166332,166332,2,2,0.5131,5003.0,195.78,180.73
IAH,MCO,F9,12351,361,226.71,1458.37,52725,52725,2,2,0.2343,6412.0,292.77,226.71
IAH,MCO,UA,40374,366,312.98,1458.37,52725,52725,2,2,0.7657,6412.0,292.77,226.71
IAH,MIA,AA,40806,281,194.33,1240.69,91684,91684,3,3,0.4451,3614.0,221.27,194.33
IAH,MIA,AS,19161,57,263.63,1240.69,91684,91684,3,3,0.209,3614.0,221.27,194.33
IAH,MIA,NK,31717,40,230.35,1240.69,91684,91684,3,3,0.3459,3614.0,221.27,194.33
IAH,MSP,AA,53005,332,158.93,454.17,82640,82640,2,2,0.6414,5400.0,151.95,139.46
IAH,MSP,DL,29635,431,139.46,454.17,82640,82640,2,2,0.3586,5400.0,151.95,139.46
IAH,ORD,F9,23956,449,305.91,1209.94,23956,23956,1,1,1.0,10000.0,305.91,305.91
IAH,PHL,AA,108199,264,148.88,406.74,158231,158231,4,4,0.6838,5100.0,146.62,125.15
IAH,PHL,F9,4364,228,126.99,406.74,158231,158231,4,4,0.0276,5100.0,146.62,125.15
IAH,PHL,NK,23150,475,125.15,406.74,158231,158231,4,4,0.1463,5100.0,146.62,125.15
IAH,PHL,UA,22518,231,161.67,406.74,158231,158231,4,4,0.1423,5100.0,146.62,125.15
IAH,PHX,AS,18340,309,255.23,884.03,108873,108873,4,4,0.1685,3672.0,223.84,188.25
IAH,PHX,NK,16325,404,229.06,884.03,108873,108873,4,4,0.1499,3672.0,223.84,188.25
IAH,PHX,UA,14783,94,188.25,884.03,108873,108873,4,4,0.1358,3672.0,223.84,188.25
IAH,PHX,WN,59425,218,221.57,884.03,108873,108873,4,4,0.5458,3672.0,223.84,188.25
IAH,SEA,WN,92361,244,406.36,2543.22,92361,92361,1,1,1.0,10000.0,406.36,406.36
IAH,SFO,DL,110544,14,132.26,315.94,141583,141583,2,2,0.7808,6577.0,130.34,123.5
IAH,SFO,WN,31039,335,123.5,315.94,141583,141583,2,2,0.2192,6577.0,130.34,123.5
JFK,ATL,AA,100430,183,103.19,372.38,175835,175835,4,4,0.5712,4112.0,99.89,86.82
JFK,ATL,AS,19276,215,117.1,372.38,175835,175835,4,4,0.1096,4112.0,99.89,86.82
JFK,ATL,B6,46509,455,86.82,372.38,175835,175835,4,4,0.2645,4112.0,99.89,86.82
JFK,ATL,UA,9620,334,94.16,372.38,175835,175835,4,4,0.0547,4112.0,99.89,86.82
JFK,BOS,AS,65264,298,147.92,890.67,315578,315578,5,5,0.2068,2567.0,158.15,127.11
JFK,BOS,DL,100098,358,156.2,890.67,315578,315578,5,5,0.3172,2567.0,158.15,127.11
JFK,BOS,NK,100142,48,169.08,890.67,315578,315578,5,5,0.3173,2567.0,158.15,127.11
JFK,BOS,UA,23718,331,182.85,890.67,315578,315578,5,5,0.0752,2567.0,158.15,127.11
JFK,BOS,WN,26356,88,127.11,890.67,315578,315578,5,5,0.0835,2567.0,158.15,127.11
JFK,CLT,AA,116450,23,218.64,1423.3,450113,450113,5,5,0.2587,2238.0,211.77,185.41
JFK,CLT,DL,109426,494,228.5,1423.3,450113,450113,5,5,0.2431,2238.0,211.77,185.41
JFK,CLT,F9,54881,267,185.41,1423.3,450113,450113,5,5,0.1219,2238.0,211.77,185.41
JFK,CLT,NK,49515,51,205.88,1423.3,450113,450113,5,5,0.11,2238.0,211.77,185.41
JFK,CLT,UA,119841,240,204.34,1423.3,450113,450113,5,5,0.2662,2238.0,211.77,185.41
JFK,DEN,AA,101078,140,180.74,811.06,101078,101078,1,1,1.0,10000.0,180.74,180.74
JFK,DFW,AS,6452,316,187.88,982.92,123778,123778,4,4,0.0521,3803.0,220.27,187.88
JFK,DFW,B6,37625,313,235.12,982.92,123778,123778,4,4,0.304,3803.0,220.27,187.88
JFK,DFW,F9,15418,66,200.75,982.92,123778,123778,4,4,0.1246,3803.0,220.27,187.88
JFK,DFW,WN,64283,167,219.51,982.92,123778,123778,4,4,0.5193,3803.0,220.27,187.88
JFK,DTW,AA,24203,404,273.85,1793.12,308585,308585,5,5,0.0784,2329.0,252.06,229.51
JFK,DTW,AS,82385,94,271.33,1793.12,308585,308585,5,5,0.267,2329.0,252.06,229.51
JFK,DTW,B6,48249,131,256.39,1793.12,308585,308585,5,5,0.1564,2329.0,252.06,229.51
JFK,DTW,DL,58722,395,248.98,1793.12,308585,308585,5,5,0.1903,2329.0,252.06,229.51
JFK,DTW,UA,95026,220,229.51,1793.12,308585,308585,5,5,0.3079,2329.0,252.06,229.51
JFK,EWR,AA,11604,202,297.12,2591.87,217588,217588,5,5,0.0533,3256.0,358.42,297.12
JFK,EWR,B6,84843,426,372.13,2591.87,217588,217588,5,5,0.3899,3256.0,358.42,297.12
JFK,EWR,DL,17250,434,353.22,2591.87,217588,217588,5,5,0.0793,3256.0,358.42,297.12
JFK,EWR,F9,17401,490,341.54,2591.87,217588,217588,5,5,0.08,3256.0,358.42,297.12
JFK,EWR,UA,86490,210,357.63,2591.87,217588,217588,5,5,0.3975,3256.0,358.42,297.12
JFK,IAH,B6,11553,98,290.43,1553.42,186989,186989,4,4,0.0618,4538.0,258.63,235.09
JFK,IAH,F9,5630,234,254.99,1553.42,186989,186989,4,4,0.0301,4538.0,258.63,235.09
JFK,IAH,UA,110256,375,268.2,1553.42,186989,186989,4,4,0.5896,4538.0,258.63,235.09
JFK,IAH,WN,59550,470,235.09,1553.42,186989,186989,4,4,0.3185,4538.0,258.63,235.09
JFK,LAS,AS,83256,150,207.55,1399.41,215054,215054,5,5,0.3871,3158.0,192.78,180.65
JFK,LAS,DL,38127,452,182.89,1399.41,215054,215054,5,5,0.1773,3158.0,192.78,180.65
JFK,LAS,F9,10224,241,208.38,1399.41,215054,215054,5,5,0.0475,3158.0,192.78,180.65
JFK,LAS,NK,78018,269,180.65,1399.41,215054,215054,5,5,0.3628,3158.0,192.78,180.65
JFK,LAS,UA,5429,435,180.72,1399.41,215054,215054,5,5,0.0252,3158.0,192.78,180.65
JFK,LAX,DL,55528,90,271.32,2165.28,55528,55528,1,1,1.0,10000.0,271.32,271.32
JFK,LGA,NK,49155,62,314.15,1811.66,56494,56494,2,2,0.8701,7739.0,315.79,314.15
JFK,LGA,WN,7339,457,326.79,1811.66,56494,56494,2,2,0.1299,7739.0,315.79,314.15
JFK,MCO,AS,51167,380,220.32,1268.54,267555,267555,4,4,0.1912,2718.0,242.17,198.15
JFK,MCO,F9,83191,43,262.79,1268.54,267555,267555,4,4,0.3109,2718.0,242.17,198.15
JFK,MCO,NK,43713,357,198.15,1268.54,267555,267555,4,4,0.1634,2718.0,242.17,198.15
JFK,MCO,UA,89484,414,257.01,1268.54,267555,267555,4,4,0.3345,2718.0,242.17,198.15
JFK,MIA,AA,75965,217,367.15,2602.91,208083,208083,4,4,0.3651,3530.0,391.41,362.76
JFK,MIA,F9,15596,176,362.76,2602.91,208083,208083,4,4,0.075,3530.0,391.41,362.76
JFK,MIA,NK,23027,326,434.46,2602.91,208083,208083,4,4,0.1107,3530.0,391.41,362.76
JFK,MIA,WN,93495,158,405.3,2602.91,208083,208083,4,4,0.4493,3530.0,391.41,362.76
JFK,MSP,AS,64236,80,97.57,345.58,288666,288666,5,5,0.2225,2547.0,104.79,91.32
JFK,MSP,DL,28574,402,105.73,345.58,288666,288666,5,5,0.099,2547.0,104.79,91.32
JFK,MSP,NK,20808,442,91.32,345.58,288666,288666,5,5,0.0721,2547.0,104.79,91.32
JFK,MSP,UA,71248,462,132.59,345.58,288666,288666,5,5,0.2468,2547.0,104.79,91.32
JFK,MSP,WN,103800,404,92.63,345.58,288666,288666,5,5,0.3596,2547.0,104.79,91.32
JFK,ORD,AS,21132,35,356.55,2242.09,121605,121605,3,3,0.1738,5730.0,283.98,254.65
JFK,ORD,B6,11635,89,376.07,2242.09,121605,121605,3,3,0.0957,5730.0,283.98,254.65
JFK,ORD,UA,88838,236,254.65,2242.09,121605,121605,3,3,0.7305,5730.0,283.98,254.65
JFK,PHL,B6,89407,235,464.66,2713.99,319957,319957,4,4,0.2794,2777.0,438.08,383.63
JFK,PHL,DL,61013,408,432.25,2713.99,319957,319957,4,4,0.1907,2777.0,438.08,383.63
JFK,PHL,UA,50552,224,383.63,2713.99,319957,319957,4,4,0.158,2777.0,438.08,383.63
JFK,PHL,WN,118985,198,444.23,2713.99,319957,319957,4,4,0.3719,2777.0,438.08,383.63
JFK,PHX,NK,104285,31,270.14,1456.78,104285,104285,1,1,1.0,10000.0,270.14,270.14
JFK,SEA,AA,41168,123,216.69,908.29,221909,221909,4,4,0.1855,2635.0,194.93,155.06
JFK,SEA,AS,69176,455,155.06,908.29,221909,221909,4,4,0.3117,2635.0,194.93,155.06
JFK,SEA,NK,67410,281,206.29,908.29,221909,221909,4,4,0.3038,2635.0,194.93,155.06
