Origin,Dest,Carrier,avg_fare_weighted,avg_distance_weighted,total_passengers,row_count
BOS,EWR,B6,139.13,742.57,49964,408
BOS,EWR,DL,155.29,742.57,60824,449
BOS,MSP,UA,402.5,2511.92,92513,437
BOS,MSP,F9,355.18,2511.92,80430,289
BOS,MSP,AS,417.01,2511.92,33091,489
BOS,MSP,AA,364.7,2511.92,80690,146
BOS,DTW,B6,129.17,329.04,13896,91
BOS,DTW,DL,141.8,329.04,47105,134
BOS,DTW,AA,145.07,329.04,108702,150
BOS,DTW,WN,139.63,329.04,71622,10
BOS,PHL,WN,380.51,1835.2,18517,212
BOS,PHL,UA,257.8,1835.2,63352,395
BOS,PHL,B6,301.05,1835.2,69602,304
BOS,PHL,F9,298.07,1835.2,9432,329
BOS,PHL,DL,244.85,1835.2,109685,163
BOS,LGA,WN,367.5,2796.78,117948,381
BOS,CLT,AS,265.33,2188.73,107305,430
BOS,CLT,F9,271.55,2188.73,114943,218
LAS,ATL,WN,151.86,833.36,117736,105
LAS,LAX,AA,188.67,1103.04,53008,434
LAS,LAX,UA,158.36,1103.04,92293,94
LAS,ORD,B6,180.01,1538.98,81277,172
LAS,ORD,NK,173.03,1538.98,85734,108
LAS,ORD,UA,200.35,1538.98,91859,24
LAS,DFW,NK,430.06,2541.44,9063,74
LAS,DFW,WN,336.94,2541.44,92275,285
LAS,DFW,AA,426.54,2541.44,75635,332
LAS,DFW,F9,389.15,2541.44,5982,499
LAS,DFW,B6,422.28,2541.44,119454,453
LAS,DEN,F9,106.69,542.25,36003,444
LAS,DEN,NK,126.49,542.25,14208,439
LAS,DEN,B6,117.76,542.25,43288,480
LAS,DEN,DL,117.97,542.25,52210,494
LAS,JFK,NK,311.0,1646.01,33133,307
LAS,JFK,B6,310.68,1646.01,52381,291
LAS,JFK,AS,258.61,1646.01,58217,269
LAS,SFO,B6,212.81,1150.71,41598,35
LAS,SFO,AS,152.65,1150.71,15002,79
LAS,SFO,AA,194.7,1150.71,95183,102
LAS,SFO,UA,216.46,1150.71,8179,409
LAS,MIA,AS,234.74,2522.88,15362,50
LAS,MIA,DL,320.8,2522.88,55875,41
LAS,MIA,F9,341.85,2522.88,30262,285
LAS,MIA,WN,333.24,2522.88,99158,423
LAS,SEA,WN,198.28,1326.97,16984,306
LAS,SEA,F9,224.83,1326.97,34566,316
LAS,SEA,UA,230.82,1326.97,7815,13
LAS,SEA,DL,189.51,1326.97,6942,345
LAS,BOS,B6,186.66,747.32,49827,359
LAS,BOS,NK,134.6,747.32,113901,472
LAS,BOS,DL,176.81,747.32,97566,324
LAS,BOS,UA,145.91,747.32,57504,220
LAS,BOS,F9,138.4,747.32,7053,233
LAS,PHX,UA,265.89,1086.87,64729,184
LAS,PHX,AA,281.25,1086.87,70953,302
LAS,PHX,F9,268.85,1086.87,59563,167
LAS,IAH,WN,240.25,2313.16,17651,410
LAS,IAH,DL,242.28,2313.16,48934,217
LAS,IAH,B6,258.34,2313.16,115304,76
LAS,MCO,NK,267.37,2051.5,52468,319
LAS,MCO,UA,233.17,2051.5,80223,483
LAS,EWR,AA,361.1,2036.98,21506,70
LAS,MSP,UA,188.94,752.61,59734,461
LAS,MSP,F9,213.7,752.61,63200,252
LAS,DTW,NK,209.97,1833.18,14086,153
LAS,DTW,DL,323.07,1833.18,93448,57
LAS,DTW,UA,313.96,1833.18,49325,446
LAS,PHL,B6,129.02,315.3,70866,252
LAS,PHL,F9,169.06,315.3,77676,212
LAS,PHL,NK,184.62,315.3,63571,296
LAS,PHL,WN,143.47,315.3,17257,50
LAS,PHL,AA,173.98,315.3,23160,461
LAS,LGA,F9,403.48,2627.46,18182,219
LAS,LGA,NK,289.77,2627.46,104378,94
LAS,LGA,AA,375.14,2627.46,84201,48
LAS,CLT,DL,159.53,433.68,30490,462
LAS,CLT,F9,132.67,433.68,63247,230
PHX,ATL,NK,153.91,420.23,107848,198
PHX,ATL,F9,175.42,420.23,35198,99
PHX,ATL,B6,118.96,420.23,41101,353
PHX,LAX,WN,283.72,2292.29,35673,356
PHX,LAX,B6,319.43,2292.29,56760,344
PHX,LAX,UA,324.73,2292.29,48659,249
PHX,LAX,AS,403.03,2292.29,44873,455
PHX,LAX,NK,421.24,2292.29,26296,49
PHX,ORD,UA,392.08,2661.16,93944,156
PHX,DFW,F9,221.5,1395.97,100659,350
PHX,DFW,AS,275.31,1395.97,38965,357
PHX,DFW,B6,216.61,1395.97,97789,96
PHX,DFW,AA,219.7,1395.97,4524,436
PHX,DFW,WN,262.29,1395.97,73256,360
PHX,DEN,DL,130.95,1184.08,71659,443
PHX,DEN,WN,174.0,1184.08,9317,208
PHX,JFK,AA,206.8,1122.38,4851,415
PHX,JFK,UA,200.39,1122.38,30586,289
PHX,SFO,UA,283.84,2419.43,2048,481
PHX,SFO,F9,399.1,2419.43,113644,334
PHX,SFO,B6,295.66,2419.43,97533,45
PHX,SFO,DL,429.05,2419.43,94236,235
PHX,SFO,NK,365.29,2419.43,62650,273
PHX,MIA,NK,157.81,1163.35,33805,353
PHX,SEA,B6,146.14,433.72,107906,195
PHX,SEA,UA,114.03,433.72,90734,318
PHX,SEA,WN,124.4,433.72,81704,370
PHX,BOS,DL,239.5,1909.12,70837,267
PHX,BOS,AA,263.33,1909.12,67673,457
PHX,BOS,AS,271.98,1909.12,71130,421
PHX,BOS,UA,252.47,1909.12,82039,227
PHX,BOS,F9,247.79,1909.12,77350,407
PHX,LAS,AA,378.6,2783.02,76361,438
PHX,LAS,UA,280.23,2783.02,63328,439
PHX,IAH,UA,120.6,391.07,96038,286
PHX,IAH,F9,119.53,391.07,98502,373
PHX,IAH,WN,82.77,391.07,33613,77
PHX,IAH,DL,84.1,391.07,119062,295
PHX,MCO,F9,183.75,1603.66,104354,67
PHX,MCO,DL,243.77,1603.66,85181,265
PHX,EWR,NK,322.96,2599.88,116048,98
PHX,MSP,AA,107.87,719.46,107482,104
PHX,MSP,AS,111.56,719.46,30649,11
PHX,MSP,B6,104.48,719.46,2633,277
PHX,MSP,NK,129.5,719.46,51085,204
PHX,MSP,DL,103.37,719.46,15522,25
PHX,DTW,F9,270.1,1669.35,25318,417
PHX,DTW,AS,258.62,1669.35,12681,479
PHX,DTW,WN,251.29,1669.35,95462,293
PHX,DTW,AA,346.22,1669.35,38427,342
PHX,DTW,B6,306.87,1669.35,32477,53
PHX,PHL,AA,361.07,2257.6,72633,109
PHX,PHL,NK,307.56,2257.6,41769,453
PHX,PHL,WN,308.7,2257.6,77662,356
PHX,PHL,UA,273.46,2257.6,104060,11
PHX,PHL,AS,375.86,2257.6,26525,18
PHX,LGA,NK,365.02,2343.42,43678,311
PHX,LGA,DL,291.38,2343.42,50201,48
PHX,LGA,AA,231.61,2343.42,43938,362
PHX,LGA,UA,291.15,2343.42,6539,469
PHX,CLT,NK,131.22,332.6,49123,54
PHX,CLT,UA,116.79,332.6,93424,440
PHX,CLT,AA,179.17,332.6,117391,125
PHX,CLT,AS,110.66,332.6,37487,238
IAH,ATL,AS,324.57,2231.06,69023,198
IAH,ATL,AA,316.74,2231.06,101819,109
IAH,ATL,WN,295.93,2231.06,56847,113
IAH,ATL,B6,315.6,2231.06,39061,203
IAH,ATL,UA,340.75,2231.06,70531,299
IAH,LAX,NK,306.16,2262.28,71270,294
IAH,LAX,DL,376.06,2262.28,68662,299
IAH,LAX,WN,312.03,2262.28,16007,359
IAH,LAX,B6,337.38,2262.28,87061,410
IAH,LAX,AS,251.83,2262.28,81026,25
IAH,ORD,NK,232.23,1433.84,60068,21
IAH,ORD,DL,204.13,1433.84,91360,74
IAH,ORD,UA,236.55,1433.84,3419,77
IAH,DFW,AS,278.89,1743.28,24980,164
IAH,DFW,WN,303.28,1743.28,10810,12
IAH,DFW,F9,358.25,1743.28,100252,469
IAH,DFW,B6,277.26,1743.28,75425,81
IAH,DEN,F9,210.4,1203.02,15937,243
IAH,JFK,DL,120.26,644.92,79421,48
IAH,JFK,AS,144.31,644.92,13157,418
IAH,JFK,NK,151.26,644.92,109917,84
IAH,SFO,DL,275.13,1780.55,57613,93
IAH,SFO,B6,324.8,1780.55,18969,254
IAH,SFO,AS,311.39,1780.55,44313,48
IAH,MIA,AA,232.09,2102.52,17787,293
IAH,MIA,NK,310.45,2102.52,45931,200
IAH,MIA,AS,331.2,2102.52,64214,33
IAH,MIA,UA,276.99,2102.52,42306,268
IAH,SEA,AA,214.83,1744.94,114485,435
IAH,SEA,NK,252.3,1744.94,507,19
IAH,BOS,DL,298.55,1880.3,92791,219
IAH,LAS,AA,168.55,828.18,111599,100
IAH,LAS,WN,120.57,828.18,66442,296
IAH,LAS,DL,131.86,828.18,80588,379
IAH,PHX,AA,259.2,1513.69,107563,92
IAH,PHX,F9,227.99,1513.69,90788,241
IAH,PHX,NK,206.96,1513.69,32005,224
IAH,MCO,NK,400.54,2653.99,104681,13
IAH,EWR,DL,244.51,1903.7,8233,304
IAH,EWR,AA,372.19,1903.7,49232,322
IAH,EWR,UA,353.27,1903.7,23830,463
IAH,EWR,B6,247.07,1903.7,106309,427
IAH,MSP,AS,103.64,764.82,115858,195
IAH,DTW,F9,223.65,2352.04,6247,46
IAH,DTW,AA,278.07,2352.04,106624,170
IAH,PHL,AA,383.21,2692.45,92337,344
IAH,LGA,B6,212.71,1704.44,38908,340
IAH,CLT,F9,321.96,1782.75,113904,186
IAH,CLT,WN,287.6,1782.75,17736,152
MCO,ATL,DL,459.96,2698.34,67958,252
MCO,ATL,WN,437.94,2698.34,27000,425
MCO,ATL,AS,306.43,2698.34,71071,471
MCO,ATL,AA,423.47,2698.34,101492,46
MCO,LAX,B6,178.97,1130.73,102039,322
MCO,ORD,WN,249.18,1470.68,116059,382
MCO,ORD,AS,213.03,1470.68,47678,278
MCO,ORD,DL,259.38,1470.68,100631,133
MCO,ORD,AA,258.34,1470.68,44723,87
MCO,DFW,AA,217.09,1388.55,59194,290
MCO,DFW,WN,313.42,1388.55,29208,138
MCO,DFW,UA,229.9,1388.55,117284,287
MCO,DFW,B6,217.27,1388.55,66479,165
MCO,DEN,AS,264.78,869.63,105068,445
MCO,DEN,NK,211.79,869.63,39548,80
MCO,JFK,AA,283.9,2340.76,92864,194
MCO,JFK,UA,381.93,2340.76,59349,190
MCO,JFK,NK,337.94,2340.76,10993,213
MCO,JFK,F9,310.72,2340.76,21400,103
MCO,JFK,WN,417.16,2340.76,96075,314
MCO,SFO,AS,323.67,2555.78,6071,368
MCO,MIA,AA,156.99,554.29,11422,246
MCO,MIA,AS,127.41,554.29,102593,208
MCO,MIA,B6,133.06,554.29,12919,361
MCO,SEA,UA,202.48,1121.33,58851,37
MCO,BOS,UA,185.04,359.48,49121,171
MCO,BOS,AS,185.08,359.48,107660,147
MCO,LAS,UA,331.4,2795.53,87906,234
MCO,PHX,AS,189.1,326.44,100055,480
MCO,PHX,NK,131.61,326.44,7155,66
MCO,PHX,AA,142.24,326.44,44705,378
MCO,IAH,AS,291.82,1936.69,34530,465
MCO,IAH,NK,277.46,1936.69,81454,234
MCO,EWR,AA,170.31,549.73,25569,247
MCO,EWR,NK,149.84,549.73,78482,486
MCO,EWR,WN,160.82,549.73,46881,312
MCO,MSP,AA,325.27,2177.49,1774,157
MCO,MSP,DL,279.86,2177.49,89306,165
MCO,MSP,AS,292.37,2177.49,101800,114
MCO,DTW,DL,301.99,2644.22,56652,323
MCO,DTW,AA,472.05,2644.22,92083,155
MCO,DTW,UA,306.83,2644.22,8942,163
MCO,DTW,AS,406.19,2644.22,82663,58
MCO,DTW,F9,475.39,2644.22,29516,182
MCO,PHL,UA,299.82,2573.26,45125,195
MCO,PHL,B6,286.8,2573.26,51345,40
MCO,PHL,F9,440.11,2573.26,53919,301
MCO,PHL,AS,276.91,2573.26,76208,19
MCO,PHL,DL,372.72,2573.26,52638,492
MCO,LGA,AA,235.08,1493.75,91654,255
MCO,LGA,F9,175.88,1493.75,66161,358
MCO,LGA,B6,218.24,1493.75,16924,499
MCO,LGA,WN,213.11,1493.75,29048,301
MCO,LGA,AS,177.95,1493.75,111685,307
MCO,CLT,WN,252.89,1281.58,99952,90
MCO,CLT,AA,199.18,1281.58,44300,121
MCO,CLT,NK,230.66,1281.58,21560,434
EWR,ATL,DL,256.62,1533.08,41539,470
EWR,LAX,UA,238.83,1643.1,8514,348
EWR,LAX,F9,246.84,1643.1,75562,86
EWR,LAX,AA,256.15,1643.1,29183,167
EWR,LAX,WN,263.31,1643.1,43888,45
EWR,ORD,AA,266.3,1728.29,117461,356
EWR,DFW,AS,204.06,910.71,71411,221
EWR,DEN,B6,158.3,520.97,29328,325
EWR,DEN,DL,124.39,520.97,1351,357
EWR,DEN,AA,169.09,520.97,44345,482
EWR,DEN,NK,127.86,520.97,60339,458
EWR,DEN,AS,142.56,520.97,74237,288
EWR,JFK,AS,178.0,519.32,78303,169
EWR,JFK,NK,149.79,519.32,22452,128
EWR,JFK,B6,138.15,519.32,111015,353
EWR,JFK,DL,186.35,519.32,105895,418
EWR,SFO,UA,177.66,1443.93,24949,246
EWR,MIA,AA,140.82,302.74,12405,441
EWR,MIA,AS,107.06,302.74,21747,394
EWR,MIA,B6,94.19,302.74,72685,106
EWR,MIA,DL,134.91,302.74,57050,96
EWR,SEA,UA,207.33,468.81,69238,277
EWR,BOS,F9,248.6,1384.34,66446,284
EWR,BOS,AS,235.88,1384.34,49183,291
EWR,BOS,AA,284.47,1384.34,11189,460
EWR,BOS,UA,264.77,1384.34,41518,247
EWR,BOS,NK,314.07,1384.34,90974,95
EWR,LAS,NK,242.21,1690.03,7098,405
EWR,PHX,WN,283.47,2213.97,112970,290
EWR,PHX,F9,344.77,2213.97,49709,89
EWR,PHX,B6,391.59,2213.97,67152,255
EWR,IAH,B6,362.66,2703.61,7501,273
EWR,IAH,UA,284.06,2703.61,18601,396
EWR,MCO,UA,221.44,1678.0,70840,484
EWR,MCO,AA,330.64,1678.0,110427,79
EWR,MCO,NK,326.3,1678.0,87333,40
EWR,MCO,DL,216.47,1678.0,33525,152
EWR,MSP,B6,309.84,2611.39,98512,225
EWR,MSP,AS,394.57,2611.39,47673,373
EWR,MSP,DL,417.01,2611.39,26227,354
EWR,MSP,NK,423.29,2611.39,17084,386
EWR,DTW,UA,97.45,390.29,7146,375
EWR,PHL,WN,167.55,628.0,65777,486
EWR,PHL,NK,196.31,628.0,17171,62
EWR,LGA,AS,174.37,784.91,100023,57
EWR,LGA,F9,195.01,784.91,55278,34
EWR,CLT,B6,352.76,2005.45,45645,314
EWR,CLT,WN,386.23,2005.45,30752,235
EWR,CLT,DL,313.81,2005.45,60389,213
EWR,CLT,AA,332.85,2005.45,118870,322
MSP,ATL,WN,382.42,2776.67,89974,361
MSP,ATL,DL,257.77,2776.67,97794,162
MSP,ATL,AA,379.6,2776.67,50060,30
MSP,ATL,AS,391.87,2776.67,113300,308
MSP,ATL,NK,393.55,2776.67,98682,121
MSP,LAX,AA,227.1,959.18,97738,151
MSP,ORD,NK,214.63,1279.71,11137,113
MSP,DFW,NK,232.32,1517.12,48589,463
MSP,DEN,NK,203.76,1451.26,117275,129
MSP,DEN,F9,247.65,1451.26,92306,88
MSP,DEN,WN,269.55,1451.26,11524,421
MSP,JFK,AS,257.68,1753.03,103158,345
MSP,JFK,UA,283.56,1753.03,5241,230
MSP,JFK,AA,358.4,1753.03,51816,360
MSP,JFK,NK,306.3,1753.03,40630,106
MSP,SFO,NK,121.21,321.34,49904,107
MSP,SFO,UA,167.79,321.34,17470,207
MSP,MIA,NK,120.65,593.68,19748,412
MSP,MIA,F9,147.29,593.68,54362,480
MSP,SEA,AS,181.92,678.26,111930,463
MSP,SEA,UA,183.69,678.26,5649,262
MSP,SEA,F9,219.55,678.26,78372,326
MSP,BOS,NK,165.24,668.8,41281,374
MSP,LAS,NK,185.69,959.17,44911,464
MSP,PHX,B6,354.71,2735.27,48424,196
MSP,PHX,WN,287.29,2735.27,70181,135
MSP,IAH,WN,323.69,2322.29,10813,197
MSP,IAH,NK,318.36,2322.29,111693,265
MSP,IAH,AA,228.48,2322.29,53671,378
MSP,MCO,AS,310.78,2245.91,90917,147
MSP,MCO,NK,277.33,2245.91,65954,242
MSP,MCO,WN,314.1,2245.91,53109,468
MSP,EWR,AS,345.93,2717.64,74466,448
MSP,EWR,DL,332.72,2717.64,36001,486
MSP,EWR,UA,366.37,2717.64,95937,267
MSP,DTW,DL,119.57,616.18,37927,284
MSP,DTW,WN,152.24,616.18,91954,303
MSP,DTW,F9,153.28,616.18,44021,489
MSP,DTW,UA,152.78,616.18,81545,166
MSP,PHL,DL,261.27,1789.86,49155,213
MSP,PHL,NK,293.51,1789.86,40095,103
MSP,PHL,UA,294.62,1789.86,15290,132
MSP,PHL,F9,246.55,1789.86,2275,151
MSP,PHL,WN,220.9,1789.86,18418,407
MSP,LGA,DL,399.25,2632.81,88016,343
MSP,LGA,UA,341.38,2632.81,71863,136
MSP,LGA,F9,390.43,2632.81,104392,491
MSP,LGA,WN,377.81,2632.81,54954,164
MSP,LGA,AA,299.67,2632.81,102310,168
MSP,CLT,AA,230.77,1716.43,101467,63
MSP,CLT,WN,255.75,1716.43,119442,19
DTW,ATL,DL,297.71,1539.21,47196,82
DTW,LAX,DL,263.3,1220.9,12608,295
DTW,ORD,AS,287.56,1206.87,37116,100
DTW,ORD,DL,306.01,1206.87,57247,268
DTW,ORD,NK,253.33,1206.87,105031,146
DTW,DFW,AA,299.44,1907.04,85448,356
DTW,DFW,F9,270.81,1907.04,3818,220
DTW,DFW,WN,229.44,1907.04,104916,389
DTW,DFW,DL,206.53,1907.04,108025,473
DTW,DEN,F9,210.23,1374.94,53811,249
DTW,DEN,WN,201.2,1374.94,946,476
DTW,DEN,DL,264.01,1374.94,8619,33
DTW,DEN,B6,262.08,1374.94,100533,192
DTW,JFK,F9,168.12,457.2,48667,275
DTW,JFK,B6,225.63,457.2,86782,28
DTW,SFO,UA,213.66,1509.61,96115,168
DTW,MIA,AS,315.12,1956.42,16217,319
DTW,MIA,WN,284.2,1956.42,39968,303
DTW,SEA,WN,339.88,2207.66,82753,263
DTW,BOS,AA,135.01,604.06,45832,88
DTW,BOS,DL,164.38,604.06,68408,100
DTW,LAS,UA,313.89,1739.03,64022,186
DTW,PHX,AS,270.12,1180.62,86912,475
DTW,PHX,B6,206.87,1180.62,31253,87
DTW,IAH,WN,266.13,2534.05,23346,196
DTW,IAH,AS,344.61,2534.05,112286,365
DTW,IAH,B6,414.53,2534.05,109067,435
DTW,IAH,DL,395.83,2534.05,29605,125
DTW,MCO,WN,226.29,1367.05,5055,56
DTW,MCO,F9,180.3,1367.05,119434,245
DTW,EWR,UA,247.5,1272.72,16332,423
DTW,MSP,WN,76.34,396.44,16842,61
DTW,MSP,F9,97.6,396.44,46928,497
DTW,PHL,WN,365.54,2065.22,65117,441
DTW,PHL,B6,328.2,2065.22,83110,372
DTW,PHL,AS,300.36,2065.22,100382,450
DTW,PHL,NK,383.79,2065.22,34352,254
DTW,PHL,DL,310.39,2065.22,26754,395
DTW,LGA,UA,496.1,2749.2,91051,82
DTW,LGA,DL,484.03,2749.2,21653,270
DTW,LGA,NK,429.3,2749.2,2713,396
DTW,CLT,B6,332.75,2093.39,90327,104
DTW,CLT,UA,348.1,2093.39,23914,191
DTW,CLT,DL,247.13,2093.39,53587,103
DTW,CLT,NK,371.09,2093.39,108117,182
DTW,CLT,AS,294.02,2093.39,28164,35
PHL,ATL,WN,329.89,2461.23,112577,282
PHL,ATL,NK,274.68,2461.23,7764,360
PHL,ATL,AS,307.0,2461.23,104437,63
PHL,ATL,F9,269.51,2461.23,108984,258
PHL,LAX,WN,389.31,2674.44,86116,86
PHL,LAX,NK,448.17,2674.44,2276,46
PHL,LAX,B6,427.69,2674.44,29303,99
PHL,ORD,AA,229.2,873.1,62566,207
PHL,ORD,B6,194.36,873.1,8791,151
PHL,ORD,UA,210.85,873.1,104145,195
PHL,ORD,WN,188.03,873.1,42236,47
PHL,DFW,DL,154.18,516.19,35583,299
PHL,DFW,UA,232.21,516.19,100957,185
PHL,DEN,NK,308.1,1723.94,76027,313
PHL,DEN,UA,290.85,1723.94,28224,240
PHL,DEN,AA,278.33,1723.94,72212,422
PHL,JFK,AA,306.57,2308.57,2880,232
PHL,JFK,WN,374.88,2308.57,21248,46
PHL,SFO,F9,212.81,1068.7,75417,376
PHL,SFO,AA,289.25,1068.7,56860,327
PHL,SFO,DL,238.1,1068.7,53391,300
PHL,SFO,NK,237.08,1068.7,85338,28
PHL,SFO,AS,294.91,1068.7,74738,252
PHL,MIA,DL,212.78,1365.91,30820,318
PHL,MIA,F9,226.13,1365.91,101489,234
PHL,SEA,AA,384.53,2709.59,62779,225
PHL,SEA,WN,314.16,2709.59,46691,336
PHL,SEA,UA,434.45,2709.59,27763,360
PHL,SEA,B6,427.51,2709.59,75429,367
PHL,BOS,WN,159.31,529.24,43598,25
PHL,BOS,AA,189.64,529.24,67673,412
PHL,BOS,B6,186.7,529.24,76288,103
PHL,LAS,DL,95.82,414.2,9577,22
PHL,LAS,F9,95.67,414.2,102027,423
PHL,PHX,B6,326.38,2298.85,1402,10
PHL,PHX,UA,285.41,2298.85,18886,297
PHL,PHX,F9,281.85,2298.85,61352,168
PHL,PHX,WN,319.95,2298.85,71902,232
PHL,IAH,NK,372.95,1782.71,116474,224
PHL,IAH,UA,264.38,1782.71,107483,465
PHL,IAH,B6,297.46,1782.71,46055,27
PHL,IAH,WN,360.75,1782.71,34176,26
PHL,MCO,NK,165.92,910.66,29413,29
PHL,EWR,NK,413.84,2707.22,14906,299
PHL,EWR,UA,326.39,2707.22,85706,301
PHL,EWR,B6,330.07,2707.22,91718,174
PHL,EWR,WN,274.96,2707.22,27486,199
PHL,EWR,DL,344.37,2707.22,78299,14
PHL,MSP,AS,150.4,575.3,61143,115
PHL,MSP,UA,141.9,575.3,56410,50
PHL,DTW,B6,332.77,2424.85,100567,211
PHL,DTW,F9,433.74,2424.85,46202,221
PHL,DTW,NK,349.83,2424.85,86674,162
PHL,LGA,B6,324.87,2163.32,34237,415
PHL,LGA,NK,259.47,2163.32,118030,72
PHL,LGA,UA,295.43,2163.32,52341,318
PHL,CLT,WN,195.34,989.47,30176,148
PHL,CLT,NK,180.52,989.47,115459,18
PHL,CLT,B6,211.88,989.47,69420,438
PHL,CLT,DL,206.54,989.47,86664,97
PHL,CLT,UA,163.87,989.47,19650,313
LGA,ATL,NK,394.44,2107.38,29142,352
LGA,ATL,DL,325.08,2107.38,107660,404
LGA,ATL,B6,323.43,2107.38,116149,449
LGA,LAX,DL,119.23,559.03,117706,238
LGA,LAX,F9,83.92,559.03,17419,98
LGA,LAX,NK,124.29,559.03,15592,399
LGA,ORD,F9,225.42,1117.06,68470,156
LGA,DFW,AS,162.93,629.78,5387,31
LGA,DFW,UA,165.91,629.78,40053,231
LGA,DFW,WN,168.23,629.78,111682,485
LGA,DFW,B6,154.45,629.78,8900,322
LGA,DEN,AA,160.29,368.46,115141,79
LGA,DEN,NK,140.54,368.46,102576,385
LGA,JFK,AS,240.88,1621.91,25444,182
LGA,JFK,NK,284.14,1621.91,82813,251
LGA,JFK,WN,268.9,1621.91,803,230
LGA,JFK,UA,209.45,1621.91,106165,303
LGA,SFO,WN,181.07,772.88,52476,53
LGA,SFO,AA,166.04,772.88,9999,287
LGA,SFO,UA,179.54,772.88,72685,463
LGA,SFO,AS,172.76,772.88,27330,103
LGA,SFO,B6,221.24,772.88,25468,90
LGA,MIA,AA,143.41,921.65,38871,218
LGA,MIA,NK,181.44,921.65,27751,19
LGA,SEA,WN,315.43,2085.51,97683,420
LGA,SEA,AS,274.59,2085.51,86749,430
LGA,SEA,F9,334.42,2085.51,71314,26
LGA,BOS,AS,188.67,1253.57,7069,422
LGA,BOS,F9,181.85,1253.57,86197,349
LGA,BOS,NK,219.36,1253.57,64370,156
LGA,BOS,DL,222.34,1253.57,8942,106
LGA,BOS,UA,204.72,1253.57,5420,440
LGA,LAS,AA,342.54,1641.4,48552,93
LGA,LAS,DL,324.77,1641.4,21731,322
LGA,LAS,NK,271.93,1641.4,37243,183
LGA,PHX,F9,203.46,1141.94,99954,112
LGA,PHX,NK,245.18,1141.94,17995,88
LGA,IAH,WN,184.2,1125.47,14630,459
LGA,IAH,AA,185.64,1125.47,1805,122
LGA,IAH,DL,188.07,1125.47,26356,249
LGA,IAH,NK,169.21,1125.47,58299,364
LGA,IAH,AS,230.35,1125.47,16602,229
LGA,MCO,AS,311.96,2439.76,63203,187
LGA,MCO,NK,340.78,2439.76,98922,137
LGA,MCO,AA,331.54,2439.76,118287,98
LGA,MCO,WN,316.49,2439.76,36937,117
LGA,EWR,DL,355.37,2653.91,30755,294
LGA,MSP,F9,93.44,372.61,104361,75
LGA,MSP,DL,102.3,372.61,71302,44
LGA,MSP,NK,117.71,372.61,105299,389
LGA,DTW,DL,219.26,1435.55,21918,77
LGA,PHL,AA,320.74,1398.37,54709,142
LGA,PHL,UA,316.51,1398.37,87080,246
LGA,PHL,F9,302.89,1398.37,96136,62
LGA,CLT,F9,217.59,564.68,79237,103
LGA,CLT,UA,141.59,564.68,35064,194
LGA,CLT,NK,183.77,564.68,84362,284
LGA,CLT,WN,216.28,564.68,114846,88
CLT,ATL,UA,175.36,749.7,5756,309
CLT,ATL,F9,167.0,749.7,102990,207
CLT,ATL,B6,172.12,749.7,52168,154
CLT,ATL,AA,135.37,749.7,93903,269
CLT,LAX,WN,177.63,922.76,75657,49
CLT,LAX,F9,133.91,922.76,104627,76
CLT,ORD,DL,395.27,2748.32,60516,31
CLT,DFW,AS,303.39,1682.0,97853,352
CLT,DFW,F9,352.96,1682.0,117266,47
CLT,DEN,AA,335.09,2033.96,30061,190
CLT,DEN,NK,333.49,2033.96,14074,327
CLT,DEN,WN,282.28,2033.96,81404,191
CLT,DEN,UA,335.08,2033.96,23857,386
CLT,JFK,F9,121.09,555.06,119161,208
CLT,SFO,WN,238.3,1436.01,47779,86
CLT,SFO,DL,166.13,1436.01,19419,100
CLT,SFO,B6,221.03,1436.01,49898,360
CLT,MIA,NK,398.96,2571.93,697,428
CLT,MIA,F9,313.68,2571.93,26124,158
CLT,MIA,DL,331.03,2571.93,39091,459
CLT,SEA,B6,260.24,1555.51,67159,482
CLT,BOS,AA,95.39,352.02,113245,359
CLT,BOS,UA,114.32,352.02,49982,360
CLT,BOS,WN,80.76,352.02,46291,402
CLT,LAS,WN,251.64,1420.49,92511,213
CLT,LAS,NK,224.59,1420.49,56485,117
CLT,LAS,AS,256.05,1420.49,21466,316
CLT,PHX,NK,193.37,762.47,62649,97
CLT,PHX,DL,253.14,762.47,21473,300
CLT,PHX,UA,163.0,762.47,20634,51
CLT,IAH,AS,266.97,2323.8,86236,381
CLT,IAH,B6,237.41,2323.8,21165,156
CLT,IAH,AA,226.62,2323.8,15838,483
CLT,IAH,DL,346.45,2323.8,113836,403
CLT,MCO,WN,236.33,1094.37,92398,129
CLT,MCO,AA,199.8,1094.37,57633,352
CLT,MCO,DL,261.34,1094.37,94898,340
CLT,MCO,B6,192.0,1094.37,54056,328
CLT,EWR,UA,213.45,1242.46,34475,23
CLT,EWR,AA,217.8,1242.46,85212,183
CLT,EWR,WN,172.27,1242.46,13226,380
CLT,MSP,WN,240.57,1936.75,5801,303
CLT,DTW,WN,115.63,741.95,109137,49
CLT,DTW,AS,153.22,741.95,49273,271
CLT,DTW,DL,163.81,741.95,87367,67
CLT,DTW,AA,128.65,741.95,93722,88
CLT,DTW,B6,132.75,741.95,114497,223
CLT,PHL,F9,240.85,2208.94,43323,285
CLT,PHL,WN,257.32,2208.94,8166,166
CLT,PHL,UA,224.22,2208.94,98814,438
CLT,PHL,AA,207.07,2208.94,88805,416
CLT,PHL,B6,229.92,2208.94,51390,485
